Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6998596,100.033493,100.2339401,99.12197113,99.56201935,,100.6364975,99.02597046,107.1139984,103.5418396,102.0018082,103.0066071,101.0140381,99.32591248,101.797348,102.5977631,103.7303467,101.3656082,103.57341,101.7858124,101.9982605,99.48845673,102.0928574,99.69753265,97.57306671,98.58837128,99.6325531,98.38349152,100.9737015,
Djibouti,DJI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,21.45062065,21.54286957,21.38113976,21.65345955,20.11430931,,,,,,,,,,26.82971954,30.57459068,29.51940918,33.65116119,30.74303055,24.3845005,25.6857605,24.7730999,26.52111053,28.65522957,26.71921921,25.14118958,,25.22632027,29.2864399,28.62578964,,,,32.78858185,36.97534943,,42.30403137,,,42.35826111,,40.32369995,47.20896912,51.71247864,52.70759964,49.35065079,51.73376846,51.3841095,50.12535095,53.38579178,56.10427094
Dominica,DMA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.9460907,,,,,,,,,,,115.2627792,112.7100067,119.5427704,108.4870834,104.9346924,108.4466705,109.8632126,99.70652771,100.9908524,96.63999939,93.08599854,89.70976257,93.86873627,99.14163208,96.08191681,103.0155563,96.68508148,101.2092972,,,82.91015625,,85.65966034,
Denmark,DNK,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,97.82296753,93.8988266,95.68771362,94.47741699,91.72815704,98.17208099,94.52323914,98.18814087,106.8611832,107.9561081,98.42575073,99.25257111,99.22857666,98.88226318,99.11453247,98.38172913,98.66493225,98.90962219,99.93924713,99.75090027,99.21354675,98.47853088,100.2235489,100.1315689,,,,100.2175827,100.022522,99.99829865,99.48728943,102.6812134,,100,98.55345154,103.4215622,100,98.84642792,98.46563721,99.30648804,101.048439,99.65003204,99.01067352,100.1490479,99.5803299,101.4881363,101.6845169,100.4138794,100.6303482,99.70002747,99.67603302,
Dominican Republic,DOM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,33.8157692,,,,,,,,,,52.36315155,,,,,,,,,,,,,62.32138824,,,,,73.27612305,77.87386322,,92.23330688,,88.62722015,,85.80622101,92.68309784,,93.84940338,92.69573975,93.07073975,93.52136993,94.2355423,95.26004791,99.52607727,99.15802765,95.32808685,93.1275177,93.30409241,96.31630707,87.98164368,89.41964722
Algeria,DZA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,41.9148407,42.92509842,44.91955185,50.75096893,58.1734314,60.91886902,63.00117874,62.58877945,61.96897125,65.78430939,67.12606049,69.59027863,73.98007965,87.77950287,72.7480011,75.29850769,79.23178101,83.01660156,81.42395782,79.55686951,80.93756104,79.69111633,78.16477966,79.21781158,81.98786926,82.61121368,,84.17093658,82.37190247,89.44450378,92.32189941,94.32795715,96.20140839,98.12149048,87.21961212,97.63648987,115.8811417,97.00015259,98.13037872,97.84544373,99.64437866,101.9965973,101.0060425,98.12547302,100.4898376,102.32061,102.6879883,99.72988892,102.2409363,99.75267792,94.71138763
East Asia & Pacific (excluding high income),EAP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9669113,102.7412109,99.62957001,95.26364899,90.84812164,90.54363251,88.16075897,93.96251678,91.16545868,91.87480927,92.11533356,92.24394989,93.08326721,93.53323364,93.23774719,93.66474915,93.54026031,93.72077179,93.59295654,96.40363312,101.6491623,102.1692734,101.9487305,100.7113037,98.37712097,99.11215973,96.09802246,94.44786835,95.98388672,97.66732025,98.77973175,97.94287872,95.84855652,97.40897369,97.42462158
Early-demographic dividend,EAR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,48.83097076,48.93291855,49.32925034,50.12044144,50.54634857,51.53147888,52.57180023,53.46469879,54.22076035,55.19350815,56.59358978,58.22079086,59.96440125,61.68064117,63.91080093,66.14398193,67.41665649,68.20136261,69.65470886,70.0082016,70.36019135,70.72637939,71.5104599,72.25624847,73.05444336,73.79785156,73.59618378,73.30082703,73.27185822,73.05666351,74.52658844,75.50028992,76.97576141,79.10286713,80.83756256,82.95774078,83.56832123,85.13063812,86.54180908,87.39527893,87.53539276,86.82261658,88.0890274,88.55773163,89.69660187,89.86399078,90.49954224,89.40392303,89.27060699,88.78582001,89.78916168,90.49690247,96.46308136
East Asia & Pacific,EAS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4182587,103.2225113,102.9337387,102.5253372,99.8112793,95.65029144,91.7609787,91.41883087,89.2943573,94.82174683,92.10980988,92.66443634,92.80425262,92.82530212,93.63002014,94.05796051,93.68531036,94.20751953,94.1228714,94.27693176,94.1624527,96.81462097,101.6476364,102.193718,101.978569,100.743988,98.70224762,99.41075897,96.4888382,94.97769165,96.46289063,97.89573669,98.91819763,98.20166016,96.29151917,97.68647766,97.66329193
Europe & Central Asia (excluding high income),ECA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,92.96668243,93.01290894,93.64154053,94.59876251,94.07333374,97.09799957,94.30110168,94.59030914,95.68817902,95.3634491,93.79004669,93.78233337,93.53575134,93.73903656,94.1362381,95.11794281,96.15931702,95.92179871,98.34934998,99.23610687,98.35372162,99.21022797,100.8312302,98.21845245,97.11785889,97.25920105,96.43981171,95.98783112,96.90749359,97.47267151,97.80384827,97.3482132,97.80043793,106.3551178,96.46531677,96.3848877,98.49591064,99.54486847,99.57244873,99.78125763
Europe & Central Asia,ECS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,94.45516205,94.41355133,94.69972229,95.03163147,95.330513,95.19342041,95.19428253,95.50668335,95.22624969,95.28620911,94.86855316,94.80915833,94.81893158,95.22936249,95.52852631,96.03436279,95.57788849,97.2628479,95.85163879,96.13581848,96.3272934,96.31719971,95.65885925,95.70696259,95.43486023,95.7075119,96.05622101,96.66602325,97.44702911,96.8212204,98.91287231,98.93966675,98.31413269,98.89151001,99.4696579,98.10713959,97.69486237,97.82949066,97.32633972,97.03440857,97.39246368,97.29743958,97.45188141,97.07115173,97.55706787,101.234787,96.62677002,96.12693024,97.36592102,97.7276001,98.19667053,98.35157013
Ecuador,ECU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,53.78720093,52.93812943,56.02251053,58.56253815,62.36914063,66.53502655,68.35222626,67.98238373,71.93778992,75.09868622,78.73503113,81.69274139,85.55815887,87.8631134,88.44599152,,90.64450073,91.80950165,,,,,,91.04994202,88.93656921,88.60617065,91.97624969,,93.9180603,94.55996704,95.16306305,95.01239014,94.47601318,94.42791748,98.66902161,98.37433624,98.53140259,,97.89254761,104.1384888,107.9893723,109.0013428,109.2014465,112.3242188,106.151207,103.1579819,104.9530869,103.4876175,99.74536896,98.21585846,95.69024658,99.67156982
"Egypt, Arab Rep.",EGY,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,56.43460846,52.72714996,55.75191116,57.63056183,60.11396027,61.26786041,61.8590889,53.90605164,36.17831039,46.69810867,55.51253891,,,,,71.49230194,71.32808685,,,,,,,,,,85.99701691,,90.67249298,89.49212646,87.46279144,85.88980865,83.70610046,84.77787018,86.33477783,82.29962921,86.528862,,89.19389343,90.41673279,,,92.02159119,,,88.03392029,87.41649628,90.62358856,92.85021973,96.57261658,97.47286987,
Euro area,EMU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,94.87019348,94.90837097,95.83772278,96.18076324,96.28475952,97.43834686,96.89733887,97.21404266,97.70372009,97.42295837,97.49234009,97.2816925,97.07900238,97.10887146,98.10562134,98.37989807,98.64411163,97.9590683,98.69313812,98.49704742,98.94029999,98.38356018,98.89071655,98.91841125,98.99292755,98.85109711,98.7263031,98.67954254,98.78423309,98.93934631,97.35688782,99.34445953,98.10523987,97.89833832,98.5789566,97.90837097,97.46930695,98.09073639,98.52140808,98.03881073,97.57533264,97.4211731,96.58927155,96.77397919,96.22940826,96.75408936,95.97351074,96.0247879,95.9553299,96.29638672,96.09848022,96.94467163,96.97221375
Eritrea,ERI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.31135941,38.83900833,52.47586823,57.52973938,,54.74081039,58.15969849,58.94351959,56.46847153,61.97653961,68.50109863,81.36643219,73.94104004,71.16004181,63.7064209,67.50077057,58.15129089,57.87773895,54.73149109,53.57263184,56.92482758,57.43307877,,63.71343994,62.92975998,59.45571136,,,
Spain,ESP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,99.77683258,99.24810028,99.42764282,103.5624771,103.4068909,102.8525696,101.1287231,107.4741898,105.80793,104.3552322,,,103.7515793,105.1741562,,,,,,,,,,100.5700684,,99.95606232,99.91104126,99.23150635,98.52284241,99.19822693,96.48922729,96.81300354,96.59059906,96.51920319,96.10134888,94.70131683,96.67601776,95.67240143,96.63710785,96.00534058,99.16503143,
Estonia,EST,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9180069,86.91387177,,89.65516663,93.98577118,97.49063873,101.8992081,101.2369232,105.3097763,106.9942169,103.6330872,103.5818787,103.9924774,102.1875,100.2687683,100.9882736,99.74957275,99.68601227,96.88426208,98.34062958,96.96095276,97.93798065,96.38076782,96.59681702,97.27607727,95.80139923,98.22622681,
Ethiopia,ETH,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,16.72473907,,,,,25.08941078,24.14130974,22.59824944,,,,,14.27789974,14.68552017,16.18458939,,17.42900085,19.44908905,21.25901031,26.36919022,29.90175056,32.80609131,35.08459091,41.37371826,45.266819,45.93083954,48.54301071,50.65322876,57.52033997,52.99977875,50.38048172,53.22095871,52.59540939,52.84944153,60.18131638,61.56946564,,64.35533905,64.09295654,64.87837982,62.14217758
European Union,EUU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,95.29541779,95.30471802,95.93370056,96.1548233,96.67140961,97.19671631,96.81903839,97.07730865,97.45976257,97.15207672,97.2453537,96.63522339,96.60797119,96.57820892,97.56204987,97.72975159,97.73255157,97.42417145,97.92530823,97.87348938,98.15132141,97.13684082,97.49778748,97.86126709,98.02358246,97.53939056,97.95350647,98.23039246,98.31124878,98.73603058,97.45674133,99.59503937,98.61116028,98.21044922,98.56477356,98.11392975,97.91481018,98.10970306,98.22463226,97.94024658,97.74330139,97.59635925,96.78814697,96.81333923,96.39611053,96.96704865,96.23310089,96.69512939,95.60668945,95.74688721,95.57305145,96.36129761,96.38838196
Fragile and conflict affected situations,FCS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,53.26763153,52.6528511,52.32402039,53.34965897,53.12667847,53.84040833,54.24460983,55.11626816,55.9785614,56.15396881,56.76996994,57.59543991,58.00588989,58.03078842,58.89179993,59.15977859,59.82109833,59.20895004,59.04253006,59.24034119,59.8370018,60.30966187,59.63817978,59.83831024,58.93756104,58.4452095,58.54294968,58.0968399,57.66197968,57.26165009,57.88809967,59.10585022,60.10506058,61.40473175,62.44580078,64.62792969,66.75179291,65.27725983,64.57524872,66.32061005,67.78874969,67.6639328,68.01889801,67.26229858,67.7389679,67.88198853,68.61801147,68.98806763,69.51152039,69.95365906,70.52749634,71.1333313,
Finland,FIN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55503845,99.38085938,99.49765015,99.77310944,99.39541626,99.87238312,99.13388824,99.4642868,99.38678741,99.18501282,99.87779999,99.77326965,99.43688202,99.59731293,99.18605042,98.98681641,98.84155273,99.31723022,99.30671692,99.49739838,98.95224762,99.48757172,99.28978729,98.99247742,99.49488831,98.85726166,99.30322266,99.2121582,99.45561981,99.42762756,99.12998962,99.70195007,99.43659973,99.18135071,99.2806778,
Fiji,FJI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,88.22889709,95.05082703,91.39864349,,99.85153961,100.3983307,105.1526489,100.4622269,96.19216156,94.60749817,,93.9045105,93.44419098,97.29833221,98.98487091,,,,,,97.24967957,,97.83017731,97.59628296,96.11216736,97.66111755,99.04286194,93.86765289,90.48098755,92.10807037,94.77092743,,97.91207886,,98.56851959,,93.26938629,93.85208893,,94.83171082,96.10221863,95.40625763,95.7620697,101.1448593,98.12837219,100.9142685,100.0168076,102.2056427,101.5797424,112.4011765,111.7304077
France,FRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,94.93936157,93.82898712,,,94.7819519,95.76107788,95.56400299,98.27192688,98.16049194,97.44152069,,,,,,102.2017136,100.9362335,98.55460358,98.87188721,99.65630341,99.20510101,101.6058731,,,,,,,98.61933136,92.93036652,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.24040222,94.39135742,90.92395782,91.29005432,81.87274933,90.28595734,87.56324005,78.53881073,84.93537903,86.80203247
Gabon,GAB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,56.26396179,55.1556282,,77.08937836,81.56282806,75.50241852,76.43341064,78.70819855,78.31266022,82.05632782,83.11987305,82.35585785,71.38230133,87.52117157,,64.75538635,63.56317902,61.85084152,,,55.42588043,,,61.38016891,62.3264389,64.53562927,,,,,69.37120819,67.65390778,,,,,,,,,,,,,,,,72.91493988,,,
United Kingdom,GBR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.48760986,98.13723755,97.09069824,97.18319702,98.81459045,97.69728851,98.93805695,
Georgia,GEO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.77249908,85.76843262,87.14421082,,88.02979279,99.29282379,103.9052887,107.5250778,102.1094666,106.7124176,98.86628723,97.91103363,105.2963409,108.6993637,110.7721176,112.2652283,,106.945488,109.781311,108.3275681,107.1288223,120.5789795,120.7523117,102.5382233,98.48166656,95.09580231,88.79543304,111.2925491
Ghana,GHA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,59.06108093,52.76544952,,48.08882141,49.73326874,52.51622009,54.41102982,56.64374161,57.42136002,59.32117844,63.01208115,,,,,,,,,,56.73104095,58.33707809,,,,,,,61.36180878,64.94454956,62.27186966,63.94067001,65.34326935,65.17967224,71.60626984,69.70140839,75.87526703,82.61856842,83.79139709,,88.16381073,91.19535828,91.18480682,89.24143219,93.67414856,,87.84977722,88.04061127,,,,
Gibraltar,GIB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5365906,121.1864395,,123.3871002,127.5862122,131.6708221,130.5785065
Guinea,GIN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,17.73715973,19.16119003,,20.66180992,16.96648026,18.30051994,17.91124916,18.38925934,15.07878971,14.43078041,13.91326046,11.26644039,12.29189014,18.4360199,16.45085907,16.23833084,18.71227074,19.95923996,20.02660942,30.88554955,,25.81748009,29.47205925,32.08374023,33.83856964,37.6643219,37.65871048,46.94654083,52.79053879,57.11598969,57.43199921,50.57109833,56.3533287,56.66735077,60.16259384,61.03778839,61.94099045,64.00247955,62.83464813,62.44152832,55.44863129,56.6452713,56.99654007,60.7978096,63.18391037,
"Gambia, The",GMB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,17.71203041,19.4928093,19.03775024,18.73933983,20.10301971,19.53005981,15.65499973,20.38707924,21.12685013,23.6285305,23.83987045,27.25053978,30.29870033,35.10778046,36.67488098,38.49544144,42.00239944,,37.15398026,,,37.00307846,35.19147873,34.34976959,36.62953186,42.98918152,40.93223953,,60.44487,59.96115875,60.79653931,59.23733902,62.09553909,61.16690063,58.78290939,57.45378876,64.21685791,69.64556885,,63.00025177,58.90209961,60.17485809,60.60403824,60.59783936,60.71094894,60.91339111,63.18635559,65.50068665,68.6075592,71.6708374,74.4074707,75.22073364
Guinea-Bissau,GNB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,7.141990185,,,14.05669022,10.36960983,14.73058033,15.69452953,12.53501034,11.85319996,,,8.82390976,5.879909992,,,,,,,,,,,,27.48868942,,,,,,,,,,63.11418915,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79272842,,,,,,36.92213821,,,27.1960907,,32.89429092,,,31.55319977,34.00828171,36.44540024,36.3376503,38.7949791,,,39.06110001,,,,,,,
Greece,GRC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,107.3895111,107.9443512,105.122818,100.6838303,100.3432617,99.64600372,101.7418976,103.7876129,103.5007935,102.4669571,102.51091,98.16230774,99.39903259,100.8462906,102.3584518,105.2049789,97.3380127,99.15264893,98.41885376,,,94.17208862,,,,,,,,,,,,106.756958,104.3490295,105.8098373,103.2627792,,,101.5585938,96.52327728,94.97814178,95.14156342,95.59953308,98.1567688,98.85323334,98.78981781,99.04218292,97.83740234,99.75710297,98.85652161,
Grenada,GRD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,98.57787323,95.2432785,85.12741852,86.95305634,,,,93.5102005,84.28282928,82.36724854,,,,,,,,,,,,,,93.95924377,,,91.66345215,101.3414612,,104.0358734,,102.0299683,115.9068375,127.2036514,116.4094696,,,101.517807,,,,105.6267395,108.6956482,,,,
Greenland,GRL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,23.09943962,23.34450912,25.46571922,,,29.47299004,30.5739994,30.62607956,31.89736938,32.39414978,34.61700821,34.91244125,35.14685059,36.69664001,38.17797089,39.65847015,42.53625107,,,,,,,,,,46.63814926,,,50.70872879,54.37260818,56.33557892,60.07511139,,67.29341888,71.24495697,74.22409058,74.58805084,77.45271301,82.98013306,83.90350342,86.27352142,86.43312073,86.470047,86.18781281,85.14929962,81.64192963,81.97701263,81.74809265,80.73143768,81.33486176,88.50311279,87.0075531
Guam,GUM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,95.75404358,91.23078156,87.20275879,84.51396179,,78.47982025,86.23407745,83.90466309,87.45436096,82.93926239,88.40335083,90.76634979,86.63565063,91.54824829,,,89.31504822,,,,,93.7855072,94.14865112,,83.96787262,87.85781097,88.28410339,,97.52996063,98.20530701,84.29031372,,72.59359741,,96.86485291,99.52661133,98.06720734,99.40216827,103.2963867,98.39202118,104.8815994,105.516243,,,,,,,,,,
High income,HIC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,95.67627716,95.76885223,95.76753235,96.28025818,96.17578888,96.26811981,96.40815735,96.18157196,98.49127197,94.63774872,96.48245239,96.46273041,96.06375122,96.03449249,96.86878967,96.76548767,97.20385742,97.47119904,97.25965881,96.78813171,97.18190765,96.61779022,97.17585754,97.33612061,97.82222748,97.97551727,98.03418732,98.05059814,98.10398865,98.28997803,97.92050171,98.73011017,98.24652863,98.3079834,98.56208801,98.42018127,98.31938171,98.5446167,98.53575134,98.64111328,98.50652313,98.30187988,98.35006714,98.36460876,98.02924347,98.35539246,98.13098907,97.96740723,97.87429047,98.26139832,98.30740356,98.55998993,98.49041748
"Hong Kong SAR, China",HKG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,102.3660431,101.2343369,98.87004089,98.28727722,99.22252655,99.58268738,100.8627396,,,103.6943207,102.8810501,102.2270203,99.67690277,97.11998749,95.87348938,96.85159302,95.41898346,,,,,96.46964264,103.8980331,100.236412,102.7023087,101.7242584,98.77229309,102.2878799,100.1915512,112.0062027,,101.472641,121.4507904,106.4924469,99.19223785,97.33019257,107.5211868,88.18121338,90.90312195,101.5721588,122.5826569,103.4518433,90.13744354
Honduras,HND,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,45.12952042,,49.39226151,,52.92263031,,,,,,,60.44029999,63.1812706,65.03991699,66.71317291,66.21389008,67.16461945,67.81253815,68.6663208,,,,,76.54808807,,76.11477661,81.56919861,,80.74263763,82.60398865,85.44895935,86.13587952,84.81565094,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,33.32543182,33.20859146,33.48809814,33.97370148,34.3846283,35.52125168,36.40753174,37.74436188,39.44108963,40.26132965,41.35308838,43.21339035,44.13582993,44.52798843,47.12881851,43.90893173,43.85335922,43.15093994,41.99217987,40.48960114,41.28110123,41.98202896,41.03105927,42.04457092,40.930439,40.99760818,41.80535126,41.67686844,40.94908142,41.87699127,42.31423187,44.70468903,46.74662018,48.31927872,49.81069183,52.4285202,54.58535004,56.89242172,60.51116943,63.9507103,64.2309494,63.99575043,64.19976807,64.18318939,64.33564758,64.49459076,65.21777344,65.91317749,66.97744751,67.25015259,68.20831299,69.11681366,68.48397827
Croatia,HRV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.17532349,80.32926178,86.05082703,88.47972107,92.92160797,91.73793793,,102.1639404,99.36749268,102.02668,,101.0900726,100.2022095,99.66977692,97.14726257,97.16291046,97.44796753,97.62448883,98.04216003,97.37142181,97.18788147,100.3335724,96.36094666,97.10202026,99.43863678,97.74690247,97.81408691,94.20815277,
Haiti,HTI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,27.10125923,27.90827942,,28.65870094,30.97540092,,33.73744965,35.65016937,37.33174133,,,,,,,,,,51.29275131,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,93.1841507,91.28578949,96.64080811,96.2217865,96.40235901,97.31388855,99.92977905,100.6741562,95.50588989,96.31011963,94.1999588,95.7358017,96.48139191,103.7844925,100.179451,91.51000977,93.51273346,92.47498322,92.10913086,91.60655975,87.36820984,89.37410736,92.28987885,,,,95.84562683,99.2206192,98.33509827,98.650177,97.20983887,98.17771149,98.22312927,99.09729004,97.01696014,99.27073669,97.4997406,100.6816406,99.23908234,99.93524933,97.72747803,97.87581635,97.8066864,98.72554016,98.64808655,96.79649353,100.0855026,98.09702301,93.05194855,93.28890228,94.28794861,
IBRD only,IBD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,76.67752838,74.41249847,73.1307373,72.86988831,78.26159668,81.19239807,80.26661682,81.02661896,81.1595993,81.11123657,83.68881989,84.39678955,85.32743073,85.60955048,86.39121246,87.23457336,87.39544678,86.89066315,87.51186371,87.12751007,86.30039215,85.11621094,83.95803833,84.13038635,83.33769226,85.99938202,84.79051971,85.02011108,85.1151123,84.9770813,85.81751251,86.56080627,87.34269714,88.30464172,89.53038025,90.7097168,91.12130737,93.36747742,96.51384735,96.83865356,96.21494293,95.21002197,95.10787964,95.87705994,95.46338654,94.87747192,95.78887939,95.30700684,95.1763382,94.5795517,94.59642792,95.82215881,100.8933716
IDA & IBRD total,IBT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,70.90749359,68.77085114,67.71977997,67.52191162,72.45955658,75.28903961,74.23339844,74.68293762,74.89530945,74.87433624,77.22425842,77.86755371,78.79489899,78.93118286,79.751297,80.12518311,80.15039063,79.52613068,79.80883789,79.26657867,78.69780731,77.92070007,76.99008942,77.24028015,76.63391113,78.47676086,77.68212891,77.83924866,77.93389893,77.98999023,78.5610199,79.34797668,80.19407654,80.65843964,81.53468323,82.7701416,83.37744904,84.67536163,86.69721222,87.6288681,87.31163025,86.39582825,86.4272995,86.61585999,86.32550049,85.94371033,86.63069916,86.42308044,86.56015778,86.22834015,86.35961151,87.23735046,90.30303192
IDA total,IDA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,47.18067932,47.74079895,47.8288002,48.41963959,48.28567123,47.79368973,48.84922028,49.70697021,50.18370819,51.14057922,51.97710037,52.52978134,54.11317825,53.30905914,53.84970093,54.04745865,54.00286865,53.9455986,54.57209015,55.11817169,55.03269958,55.58457184,55.42528152,55.71350861,56.1269989,56.10541916,56.15937042,56.87673187,57.46120834,58.62263107,59.71707153,60.49069977,61.26166916,63.25389099,64.85688019,64.44371796,64.54344177,67.34332275,68.22442627,67.93527985,68.51687622,68.07852936,68.41217041,68.73297119,69.23799133,69.8913269,70.68353271,70.9993515,71.44980621,71.84751892,
IDA blend,IDB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.11334229,70.32803345,70.44888306,70.12867737,69.64611816,69.49101257,70.29723358,72.2038269,69.07450867,66.01953888,67.49642181,68.87329102,67.95523071,69.21369934,69.78340912,70.44535065,71.13443756,71.45757294,72.08181763,72.91184998,73.59619141,73.72548676,,
